Agency_Name,Outlayed_Amount
"Department of Energy",7312.50
"Department of Energy",1816553.82
"Department of Energy",233651.46
"Department of Energy",56233.18
"Department of Energy",9546.49
"Department of Energy",12344.00
"Department of Energy",213363.05
"Department of Energy",112796.52
"Department of Energy",47898.44
"Department of Energy",70647.00
"Department of Energy",36177.44
"Department of Energy",959398.56
"Department of Energy",24299.60
"Department of Energy",9000.00
"Department of Energy",14142.50
"Department of Energy",915101.20
"Department of Energy",2784.00
"Department of Energy",50529.20
"Department of Energy",182283.24
"Department of Energy",248060.00
"Department of Energy",134440.00
"Department of Energy",26722.50
"Department of Energy",10160.37
"Department of Energy",483782.94
"Department of Energy",24897.72
"Department of Energy",38982.74
"Department of Energy",399665.10
"Department of Energy",221005.03
"Department of Energy",12029.00
"Department of Energy",12327.96
"Department of Energy",72328.21
"Department of Energy",194923.29
"Department of Energy",14160.96
"Department of Energy",366217.91
"Department of Energy",32374.80
"Department of Energy",11188.83
"Department of Energy",23077.31
"Department of Energy",16790.00
"Department of Energy",25950.00
"Department of Energy",19448.40
"Department of Energy",133278.42
"Department of Energy",66307.00
"Department of Energy",174001.74
"Department of Energy",115070.00
"Department of Energy",126884.36
"Department of Energy",18637.87
"Department of Energy",715172.37
"Department of Energy",10348.80
"Department of Energy",267530.84
"Department of Energy",21186.90
"Department of Energy",122138.86
"Department of Energy",56846.93
"Department of Energy",64782.03
"Department of Energy",390542.00
"Department of Energy",120710.90
"Department of Energy",251405.55
"Department of Energy",22411.73
"Department of Energy",63827.51
"Department of Energy",14088.94
"Department of Energy",8698.15
"Department of Energy",39743.37
"Department of Energy",16289.86
"Department of Energy",313670.50
"Department of Energy",16806.44
"Department of Energy",117309.54
"Department of Energy",17562.33
"Department of Energy",55994.05
"Department of Energy",47285.00
"Department of Energy",189047.04
"Department of Energy",122241.01
"Department of Energy",238000.00
"Department of Energy",1242595.94
"Department of Energy",191334.40
"Department of Energy",112836.13
"Department of Energy",46993.49
"Department of Energy",263912.66
"Department of Energy",201377.71
"Department of Energy",243230.25
"Department of Energy",183970.81
"Department of Energy",131623.69
"Department of Energy",890684.00
"Department of Energy",52751.70
"Department of Energy",104781.54
"Department of Energy",96995.50
"Department of Energy",1190806.50
"Department of Energy",219682.33
"Department of Energy",242956.48
"Department of Energy",78521.31
"Department of Energy",47300.00
"Department of Energy",17509.64
"Department of Energy",191440.00
"Department of Energy",672859.99
"Department of Energy",20200.00
"Department of Energy",37639.91
"Department of Energy",30313.47
"Department of Energy",195557.37
"Department of Energy",261632.36
"Department of Energy",18373.93
"Department of Energy",20948.51
"Department of Energy",28811.00
"Department of Energy",11314.00
"Department of Energy",67804.10
"Department of Energy",129296.32
"Department of Energy",849853.13
"Department of Energy",11356.75
"Department of Energy",1319728.72
"Department of Energy",46027.80
"Department of Energy",332807.74
"Department of Energy",353019.68
"Department of Energy",81132.47
"Department of Energy",16070.54
"Department of Energy",224965.00
"Department of Energy",419032.14
"Department of Energy",56842.50
"Department of Energy",430656.86
"Department of Energy",92400.00
"Department of Energy",49656.34
"Department of Energy",333658.82
"Department of Energy",27563.68
"Department of Energy",65513.49
"Department of Energy",192434.39
"Department of Energy",59910.72
"Department of Energy",85142.93
"Department of Energy",51880.78
"Department of Energy",11877.00
"Department of Energy",1046858.74
"Department of Energy",53522.06
"Department of Energy",105689.33
"Department of Energy",86940.47
"Department of Energy",83837.84
"Department of Energy",38607.00
"Department of Energy",86154.43
"Department of Energy",763957.26
"Department of Energy",96326.80
"Department of Energy",15357.26
"Department of Energy",59513.80
"Department of Energy",70108.35
"Department of Energy",35887.27
"Department of Energy",32767.00
"Department of Energy",13355.79
"Department of Energy",141590.63
"Department of Energy",94443.00
"Department of Energy",60000.00
"Department of Energy",22508.50
"Department of Energy",52086.55
"Department of Energy",19800.00
"Department of Energy",45000.00
"Department of Energy",12500.00
"Department of Energy",575904.00
"Department of Energy",32232.00
"Department of Energy",49639.68
"Department of Energy",22750.00
"Department of Energy",0.00
"Department of Energy",43135.28
"Department of Energy",17700.00
"Department of Energy",79990.00
"Department of Energy",20080.00
"Department of Energy",29713.45
"Department of Energy",156156.00
"Department of Energy",5250.00
"Department of Energy",19140.34
"Department of Energy",18355.00
"Department of Energy",32115.02
"Department of Energy",22374.00
"Department of Energy",10931.20
"Department of Energy",0.00
"Department of Energy",28081.89
"Department of Energy",85515.75
"Department of Energy",899473.82
"Department of Energy",420445.76
"Department of Energy",11729.72
"Department of Energy",8577.30
"Department of Energy",8730018.58
"Department of Energy",27431.27
"Department of Energy",16200.00
"Department of Energy",6712305.05
"Department of Energy",2369109.02
"Department of Energy",117919.61
"Department of Energy",24810.24
"Department of Energy",472235.54
"Department of Energy",407.87
"Department of Energy",5208.61
"Department of Energy",366300.12
"Department of Energy",646889.00
"Department of Energy",2631.72
"Department of Energy",7146.76
"Department of Energy",25022.19
"Department of Energy",119839.16
"Department of Energy",0.00
"Department of Energy",55842.00
"Department of Energy",117943.30
"Department of Energy",27228.00
"Department of Energy",465974.25
"Department of Energy",360552.16
"Department of Energy",132146.30
"Department of Energy",38300.81
"Department of Energy",0.00
"Department of Energy",7844.90
"Department of Energy",221868.94
"Department of Energy",98557.87
"Department of Energy",161249.18
"Department of Energy",155972.46
"Department of Energy",2510012.10
"Department of Energy",36981.49
"Department of Energy",55590.00
"Department of Energy",9495.84
"Department of Energy",27568.12
"Department of Energy",112923.00
"Department of Energy",232617.25
"Department of Energy",68753.35
"Department of Energy",60236.80
"Department of Energy",69745.92
"Department of Energy",48996.76
"Department of Energy",4533.11
"Department of Energy",0.00
"Department of Energy",152460.21
"Department of Energy",5723.00
"Department of Energy",16364.36
"Department of Energy",29568.76
"Department of Energy",23692.83
"Department of Energy",4383.88
"Department of Energy",823326.52
"Department of Energy",448566.30
"Department of Energy",13139.60
"Department of Energy",47489.50
"Department of Energy",0.00
"Department of Energy",444340.48
"Department of Energy",14477.09
"Department of Energy",3929.26
"Department of Energy",297825.17
"Department of Energy",281761.27
"Department of Energy",293150.04
"Department of Energy",146631.21
"Department of Energy",16650.00
"Department of Energy",5428.95
"Department of Energy",46325.38
"Department of Energy",15165.00
"Department of Energy",84606.92
"Department of Energy",63012.93
"Department of Energy",0.00
"Department of Energy",142020.90
"Department of Energy",346886.00
"Department of Energy",54862.00
"Department of Energy",41795.00
"Department of Energy",109457.33
"Department of Energy",192722.00
"Department of Energy",673806.00
"Department of Energy",155938.00
"Department of Energy",807075.00
"Department of Energy",0.00
"Department of Energy",23143.68
"Department of Energy",39309.59
"Department of Energy",46600.00
"Department of Energy",39844.98
"Department of Energy",18161.52
"Department of Energy",22031.40
"Department of Energy",253042.35
"Department of Energy",2729.49
"Department of Energy",9556.81
"Department of Energy",62857.20
"Department of Energy",208972.40
"Department of Energy",151191.00
"Department of Energy",24011.64
"Department of Energy",13500.00
"Department of Energy",12065.00
"Department of Energy",11654.54
"Department of Energy",55046.47
"Department of Energy",3206.19
"Department of Energy",8409.44
"Department of Energy",42000.00
"Department of Energy",29925.00
"Department of Energy",140140.00
"Department of Energy",3598.97
"Department of Energy",28347.00
"Department of Energy",10885.79
"Department of Energy",92000.00
"Department of Energy",37385.00
"Department of Energy",256040.76
"Department of Energy",46163.24
"Department of Energy",216378.00
"Department of Energy",242846.46
"Department of Energy",347454.00
"Department of Energy",2310.44
"Department of Energy",245811.51
"Department of Energy",0.00
"Department of Energy",1499.00
"Department of Energy",0.00
"Department of Energy",48412.38
"Department of Energy",1368366.21
"Department of Energy",0.00
"Department of Energy",556051.05
"Department of Energy",43063.41
"Department of Energy",127275.00
"Department of Energy",24892.88
"Department of Energy",100475.20
"Department of Energy",3925270.89
"Department of Energy",0.00
"Department of Energy",483066.26
"Department of Energy",70678.60
"Department of Energy",145628.60
"Department of Energy",683051.91
"Department of Energy",177828.88
"Department of Energy",446937.95
"Department of Energy",597613.07
"Department of Energy",2653942.80
"Department of Energy",40958.09
"Department of Energy",17494.00
"Department of Energy",46310.00
"Department of Energy",6200.00
"Department of Energy",0.00
"Department of Energy",1761094.50
"Department of Energy",9585.50
"Department of Energy",4470.00
"Department of Energy",36922.00
"Department of Energy",0.00
"Department of Energy",46566.86
"Department of Energy",33938.44
"Department of Energy",26315.00
"Department of Energy",146396.14
"Department of Energy",1583.96
"Department of Energy",13762.77
"Department of Energy",80109.40
"Department of Energy",1109446.27
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",135695.00
"Department of Energy",387695.58
"Department of Energy",0.00
"Department of Energy",500350.82
"Department of Energy",355166.00
"Department of Energy",179810.00
"Department of Energy",362568.00
"Department of Energy",2304918.67
"Department of Energy",134019.50
"Department of Energy",26168.56
"Department of Energy",61925.69
"Department of Energy",66302.84
"Department of Energy",44062.21
"Department of Energy",17821.88
"Department of Energy",19998.72
"Department of Energy",63618.53
"Department of Energy",41612.57
"Department of Energy",42018.34
"Department of Energy",33503.13
"Department of Energy",28442.14
"Department of Energy",25089.80
"Department of Energy",60243.69
"Department of Energy",42138.56
"Department of Energy",26611.12
"Department of Energy",46115.15
"Department of Energy",40805.10
"Department of Energy",123377.97
"Department of Energy",0.00
"Department of Energy",90979.05
"Department of Energy",24555.90
"Department of Energy",65324.07
"Department of Energy",89939.43
"Department of Energy",22814.33
"Department of Energy",37726.61
"Department of Energy",84169.50
"Department of Energy",103663.50
"Department of Energy",234036.96
"Department of Energy",23869.45
"Department of Energy",13555.36
"Department of Energy",453010.85
"Department of Energy",24617.35
"Department of Energy",47130.00
"Department of Energy",36410.95
"Department of Energy",43362.18
"Department of Energy",58972.00
"Department of Energy",147548.00
"Department of Energy",0.00
"Department of Energy",24071.41
"Department of Energy",19309.82
"Department of Energy",19295.16
"Department of Energy",55557.34
"Department of Energy",491689.00
"Department of Energy",18593.51
"Department of Energy",103591.00
"Department of Energy",202004.00
"Department of Energy",393900.00
"Department of Energy",301578.00
"Department of Energy",393900.00
"Department of Energy",57223.00
"Department of Energy",33161.00
"Department of Energy",51070.68
"Department of Energy",0.00
"Department of Energy",34459.00
"Department of Energy",164215.62
"Department of Energy",17009.33
"Department of Energy",23232.00
"Department of Energy",12801.00
"Department of Energy",50330.65
"Department of Energy",100899.14
"Department of Energy",17015.10
"Department of Energy",28782.90
"Department of Energy",18576.30
"Department of Energy",417355.00
"Department of Energy",91764.00
"Department of Energy",151026.00
"Department of Energy",82150.00
"Department of Energy",36442.00
"Department of Energy",397017.00
"Department of Energy",175441.15
"Department of Energy",117457.90
"Department of Energy",38500.90
"Department of Energy",20185.66
"Department of Energy",41904.90
"Department of Energy",58133.25
"Department of Energy",13318.90
"Department of Energy",33893.50
"Department of Energy",4974.00
"Department of Energy",49391.67
"Department of Energy",114164.65
"Department of Energy",60221.00
"Department of Energy",99679.00
"Department of Energy",144155.52
"Department of Energy",38350.70
"Department of Energy",24570.16
"Department of Energy",23720.00
"Department of Energy",22589.40
"Department of Energy",3266.69
"Department of Energy",25403.02
"Department of Energy",115232.16
"Department of Energy",13700.00
"Department of Energy",99857.15
"Department of Energy",149572.67
"Department of Energy",41950.00
"Department of Energy",209200.00
"Department of Energy",257498.08
"Department of Energy",21151.90
"Department of Energy",77997.77
"Department of Energy",19541.00
"Department of Energy",9630.00
"Department of Energy",13500.00
"Department of Energy",78534.09
"Department of Energy",1194797.37
"Department of Energy",20837.50
"Department of Energy",133058.95
"Department of Energy",12472.61
"Department of Energy",67703.70
"Department of Energy",86257.90
"Department of Energy",30189.00
"Department of Energy",23928.00
"Department of Energy",0.00
"Department of Energy",1090171.29
"Department of Energy",62000.00
"Department of Energy",126172.71
"Department of Energy",114201.29
"Department of Energy",78057.55
"Department of Energy",117589.66
"Department of Energy",118557.47
"Department of Energy",554860.88
"Department of Energy",120316.42
"Department of Energy",2532.00
"Department of Energy",22368.34
"Department of Energy",18469.00
"Department of Energy",453635.27
"Department of Energy",369499.63
"Department of Energy",428945.00
"Department of Energy",32105.27
"Department of Energy",231128.03
"Department of Energy",146005.23
"Department of Energy",1859421.25
"Department of Energy",7601.00
"Department of Energy",59638.00
"Department of Energy",160678.00
"Department of Energy",10989.42
"Department of Energy",446773.36
"Department of Energy",20004.00
"Department of Energy",0.00
"Department of Energy",37920.00
"Department of Energy",251600.00
"Department of Energy",74000.00
"Department of Energy",221206.93
"Department of Energy",702867.00
"Department of Energy",3659617.90
"Department of Energy",59513.24
"Department of Energy",34330.76
"Department of Energy",746465.32
"Department of Energy",168876.20
"Department of Energy",393070.20
"Department of Energy",459173.66
"Department of Energy",451865.32
"Department of Energy",0.00
"Department of Energy",1206390.86
"Department of Energy",74869.00
"Department of Energy",102453.99
"Department of Energy",59511.39
"Department of Energy",16766.16
"Department of Energy",33967.07
"Department of Energy",536951.48
"Department of Energy",269850.00
"Department of Energy",16725.00
"Department of Energy",47042.14
"Department of Energy",20000.00
"Department of Energy",30347.00
"Department of Energy",0.00
"Department of Energy",52904.25
"Department of Energy",52500.00
"Department of Energy",32900.00
"Department of Energy",9918.11
"Department of Energy",26691.10
"Department of Energy",30166.75
"Department of Energy",0.00
"Department of Energy",47148.28
"Department of Energy",4025851.11
"Department of Energy",86707.30
"Department of Energy",27600.00
"Department of Energy",48000.00
"Department of Energy",275313.86
"Department of Energy",0.00
"Department of Energy",18092.20
"Department of Energy",23689.00
"Department of Energy",38043.50
"Department of Energy",9645.71
"Department of Energy",30184.27
"Department of Energy",8396.00
"Department of Energy",179345.00
"Department of Energy",22963.08
"Department of Energy",55632.00
"Department of Energy",138000.00
"Department of Energy",21190.00
"Department of Energy",20540.00
"Department of Energy",31249.00
"Department of Energy",18620.00
"Department of Energy",46000.00
"Department of Energy",311554.53
"Department of Energy",38000.00
"Department of Energy",21425.00
"Department of Energy",13680.00
"Department of Energy",7610.00
"Department of Energy",38327.20
"Department of Energy",127855.95
"Department of Energy",246117.00
"Department of Energy",28138.00
"Department of Energy",31535.00
"Department of Energy",423688.49
"Department of Energy",11895.00
"Department of Energy",124120.94
"Department of Energy",142175.00
"Department of Energy",100118.00
"Department of Energy",0.00
"Department of Energy",18746.77
"Department of Energy",7130.00
"Department of Energy",0.00
"Department of Energy",189814.33
"Department of Energy",70784.36
"Department of Energy",786626.57
"Department of Energy",11000.00
"Department of Energy",23326.67
"Department of Energy",0.00
"Department of Energy",5115107.30
"Department of Energy",19173.83
"Department of Energy",103527.00
"Department of Energy",18460.00
"Department of Energy",0.00
"Department of Energy",373425.81
"Department of Energy",671238.87
"Department of Energy",1900358.99
"Department of Energy",12219.26
"Department of Energy",0.00
"Department of Energy",487008.00
"Department of Energy",115248.86
"Department of Energy",0.00
"Department of Energy",15126.35
"Department of Energy",55555.00
"Department of Energy",3010.00
"Department of Energy",34019.17
"Department of Energy",2527993.00
"Department of Energy",16373.00
"Department of Energy",882377.79
"Department of Energy",975000.00
"Department of Energy",2000497.00
"Department of Energy",648798.00
"Department of Energy",0.00
"Department of Energy",58184.84
"Department of Energy",70713.36
"Department of Energy",798.26
"Department of Energy",11151.42
"Department of Energy",1057116.00
"Department of Energy",175112.00
"Department of Energy",16821.00
"Department of Energy",42974.50
"Department of Energy",1528845.00
"Department of Energy",385468.00
"Department of Energy",392997.18
"Department of Energy",33582.17
"Department of Energy",25779.20
"Department of Energy",153069.21
"Department of Energy",589436.00
"Department of Energy",362657.00
"Department of Energy",673002.00
"Department of Energy",361965.00
"Department of Energy",81934.53
"Department of Energy",831455.64
"Department of Energy",658843.38
"Department of Energy",9178.32
"Department of Energy",16117.50
"Department of Energy",0.00
"Department of Energy",123050.25
"Department of Energy",22663.20
"Department of Energy",14424.44
"Department of Energy",72754.83
"Department of Energy",0.00
"Department of Energy",403280.00
"Department of Energy",21787.38
"Department of Energy",113218.00
"Department of Energy",13378.62
"Department of Energy",38103.00
"Department of Energy",75998.00
"Department of Energy",16369.43
"Department of Energy",154166.00
"Department of Energy",0.00
"Department of Energy",389199.42
"Department of Energy",222757.03
"Department of Energy",39248.98
"Department of Energy",61535.61
"Department of Energy",124670.47
"Department of Energy",46375.64
"Department of Energy",34494.82
"Department of Energy",38451.77
"Department of Energy",10594.39
"Department of Energy",12764.48
"Department of Energy",27455.99
"Department of Energy",58546.41
"Department of Energy",22400.93
"Department of Energy",77757.60
"Department of Energy",62680.00
"Department of Energy",321788.91
"Department of Energy",25916.50
"Department of Energy",45690.66
"Department of Energy",551793.39
"Department of Energy",17545.50
"Department of Energy",158571.00
"Department of Energy",38109.31
"Department of Energy",12857.98
"Department of Energy",729421.83
"Department of Energy",267362.78
"Department of Energy",85102.00
"Department of Energy",25154.50
"Department of Energy",13026.21
"Department of Energy",439660.00
"Department of Energy",316477.52
"Department of Energy",49680.50
"Department of Energy",21268.74
"Department of Energy",46515.60
"Department of Energy",24873.38
"Department of Energy",19170.58
"Department of Energy",663627.00
"Department of Energy",505426.52
"Department of Energy",18735.00
"Department of Energy",72754.73
"Department of Energy",18773.37
"Department of Energy",36040.00
"Department of Energy",22581.76
"Department of Energy",26100.00
"Department of Energy",0.00
"Department of Energy",25176.05
"Department of Energy",70827.16
"Department of Energy",75149.00
"Department of Energy",119581.44
"Department of Energy",84460.00
"Department of Energy",39326.40
"Department of Energy",97258.42
"Department of Energy",138512.26
"Department of Energy",127868.59
"Department of Energy",35386.46
"Department of Energy",38980.66
"Department of Energy",112029.00
"Department of Energy",291412.00
"Department of Energy",100304.88
"Department of Energy",68306.00
"Department of Energy",68306.00
"Department of Energy",66492.60
"Department of Energy",429069.48
"Department of Energy",400931.34
"Department of Energy",55748.16
"Department of Energy",458122.77
"Department of Energy",274877.81
"Department of Energy",0.00
"Department of Energy",139286.00
"Department of Energy",299469.10
"Department of Energy",148051.41
"Department of Energy",57461.00
"Department of Energy",27384.00
"Department of Energy",0.00
"Department of Energy",778865.40
"Department of Energy",24609.26
"Department of Energy",152864.02
"Department of Energy",89705.00
"Department of Energy",299469.10
"Department of Energy",151682.55
"Department of Energy",146171.85
"Department of Energy",249693.00
"Department of Energy",445164.75
"Department of Energy",0.00
"Department of Energy",15736.91
"Department of Energy",0.00
"Department of Energy",75610.00
"Department of Energy",215000.00
"Department of Energy",27808.00
"Department of Energy",56931.19
"Department of Energy",18720.00
"Department of Energy",10439.16
"Department of Energy",24585.55
"Department of Energy",10740.00
"Department of Energy",11470.00
"Department of Energy",20790.00
"Department of Energy",37952.00
"Department of Energy",36995.00
"Department of Energy",50860.00
"Department of Energy",24209.36
"Department of Energy",8843.55
"Department of Energy",23054.50
"Department of Energy",25513.00
"Department of Energy",86637.39
"Department of Energy",162407.69
"Department of Energy",14810.00
"Department of Energy",50000.00
"Department of Energy",0.00
"Department of Energy",94859.50
"Department of Energy",32222.39
"Department of Energy",13925.00
"Department of Energy",24318.00
"Department of Energy",14572.00
"Department of Energy",12200.00
"Department of Energy",107498.00
"Department of Energy",106317.20
"Department of Energy",114334.40
"Department of Energy",30000.00
"Department of Energy",24897.20
"Department of Energy",13700.00
"Department of Energy",14766.27
"Department of Energy",0.00
"Department of Energy",13470.00
"Department of Energy",20394.00
"Department of Energy",17710.72
"Department of Energy",279170.95
"Department of Energy",18477.50
"Department of Energy",138445.00
"Department of Energy",48503.40
"Department of Energy",47652.53
"Department of Energy",19400.00
"Department of Energy",190902.00
"Department of Energy",13068.00
"Department of Energy",363898.13
"Department of Energy",0.00
"Department of Energy",32636.00
"Department of Energy",127986.00
"Department of Energy",18317.50
"Department of Energy",29911.03
"Department of Energy",78110.00
"Department of Energy",48929.50
"Department of Energy",28500.00
"Department of Energy",15900.00
"Department of Energy",120000.00
"Department of Energy",46420.00
"Department of Energy",38788.03
"Department of Energy",58025.00
"Department of Energy",20212.00
"Department of Energy",23602.50
"Department of Energy",205380.00
"Department of Energy",14000.00
"Department of Energy",24733.00
"Department of Energy",56792.25
"Department of Energy",0.00
"Department of Energy",66216.20
"Department of Energy",10800.00
"Department of Energy",68214.00
"Department of Energy",34500.00
"Department of Energy",15908.18
"Department of Energy",140237.76
"Department of Energy",245198.05
"Department of Energy",16511.52
"Department of Energy",30731.70
"Department of Energy",24550.00
"Department of Energy",28340.40
"Department of Energy",243700.00
"Department of Energy",24440.00
"Department of Energy",246684.00
"Department of Energy",31940.00
"Department of Energy",251097.00
"Department of Energy",15143.36
"Department of Energy",12352.80
"Department of Energy",44612.55
"Department of Energy",50780.60
"Department of Energy",14417.00
"Department of Energy",15625.00
"Department of Energy",122555.53
"Department of Energy",286636.26
"Department of Energy",20090.00
"Department of Energy",654559.00
"Department of Energy",12301.27
"Department of Energy",8220.00
"Department of Energy",31232.00
"Department of Energy",650000.00
"Department of Energy",13131.52
"Department of Energy",60935.07
"Department of Energy",12325.00
"Department of Energy",39396.52
"Department of Energy",60042.44
"Department of Energy",15718.64
"Department of Energy",42657.10
"Department of Energy",101512.64
"Department of Energy",60939.00
"Department of Energy",97994.69
"Department of Energy",47310.00
"Department of Energy",50700.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",1345834.21
"Department of Energy",22602.00
"Department of Energy",268370.76
"Department of Energy",7654.42
"Department of Energy",17233.40
"Department of Energy",284233.15
"Department of Energy",167476.32
"Department of Energy",1067487.89
"Department of Energy",693661.63
"Department of Energy",83807.17
"Department of Energy",441656.06
"Department of Energy",32978.30
"Department of Energy",162915.00
"Department of Energy",25738.00
"Department of Energy",11000.00
"Department of Energy",65645.00
"Department of Energy",910310.00
"Department of Energy",93600.00
"Department of Energy",36450.00
"Department of Energy",178719.50
"Department of Energy",62232.50
"Department of Energy",73037.50
"Department of Energy",44825.00
"Department of Energy",59370.00
"Department of Energy",573480.00
"Department of Energy",0.00
"Department of Energy",94225.00
"Department of Energy",48970.00
"Department of Energy",37066.03
"Department of Energy",68335.25
"Department of Energy",467749.32
"Department of Energy",131956.64
"Department of Energy",0.00
"Department of Energy",86447.28
"Department of Energy",193995.79
"Department of Energy",138400.00
"Department of Energy",0.00
"Department of Energy",195302.34
"Department of Energy",362794.36
"Department of Energy",1030573.27
"Department of Energy",2416923.20
"Department of Energy",153143.18
"Department of Energy",58478.08
"Department of Energy",2252858.25
"Department of Energy",837719.10
"Department of Energy",630959.43
"Department of Energy",646591.51
"Department of Energy",851778.29
"Department of Energy",7988484.05
"Department of Energy",33061.50
"Department of Energy",88043.40
"Department of Energy",123500.00
"Department of Energy",13052017.52
"Department of Energy",464286.28
"Department of Energy",114609.50
"Department of Energy",48283.75
"Department of Energy",85298.76
"Department of Energy",183726.82
"Department of Energy",254811.96
"Department of Energy",19223.55
"Department of Energy",21653.10
"Department of Energy",296051.86
"Department of Energy",74930.00
"Department of Energy",19477.08
"Department of Energy",0.00
"Department of Energy",655644.04
"Department of Energy",259040.77
"Department of Energy",216263.27
"Department of Energy",138364.65
"Department of Energy",23504.88
"Department of Energy",286630.50
"Department of Energy",201197.66
"Department of Energy",139318.36
"Department of Energy",67677.50
"Department of Energy",58200.00
"Department of Energy",30000.00
"Department of Energy",637229.61
"Department of Energy",740206.12
"Department of Energy",24515.00
"Department of Energy",134071.73
"Department of Energy",301022.00
"Department of Energy",354752.00
"Department of Energy",5845737.79
"Department of Energy",19002.00
"Department of Energy",290250.00
"Department of Energy",40000.00
"Department of Energy",5590477.87
"Department of Energy",607322.19
"Department of Energy",97977.20
"Department of Energy",29066.65
"Department of Energy",1912351.67
"Department of Energy",120555.00
"Department of Energy",110172.24
"Department of Energy",9223487.17
"Department of Energy",714397.30
"Department of Energy",27375.00
"Department of Energy",237815.78
"Department of Energy",73984.00
"Department of Energy",210936.07
"Department of Energy",220245.84
"Department of Energy",3746309.82
"Department of Energy",111104.89
"Department of Energy",0.00
"Department of Energy",331223.99
"Department of Energy",533210.20
"Department of Energy",372632.50
"Department of Energy",852256.75
"Department of Energy",50802.74
"Department of Energy",11275.57
"Department of Energy",81565.20
"Department of Energy",303727.83
"Department of Energy",26896.00
"Department of Energy",2499.50
"Department of Energy",100000.00
"Department of Energy",3578095.95
"Department of Energy",305389.50
"Department of Energy",104475.00
"Department of Energy",350449.50
"Department of Energy",91650.00
"Department of Energy",295435.89
"Department of Energy",16024.62
"Department of Energy",1166840.00
"Department of Energy",3883946.59
"Department of Energy",86278250.03
"Department of Energy",538326.30
"Department of Energy",143163.31
"Department of Energy",0.00
"Department of Energy",8606078.93
"Department of Energy",4556.92
"Department of Energy",27929.03
"Department of Energy",328591.01
"Department of Energy",5649300.75
"Department of Energy",119584.80
"Department of Energy",24374395.37
"Department of Energy",186014.20
"Department of Energy",1026.56
"Department of Energy",209576.76
"Department of Energy",129169.60
"Department of Energy",555017.98
"Department of Energy",19176.25
"Department of Energy",147624.05
"Department of Energy",475308.82
"Department of Energy",14103.90
"Department of Energy",22000.00
"Department of Energy",23776.20
"Department of Energy",338473.56
"Department of Energy",364287.09
"Department of Energy",7820.04
"Department of Energy",400000.00
"Department of Energy",17616.00
"Department of Energy",72320.00
"Department of Energy",1121737.89
"Department of Energy",807747.88
"Department of Energy",284239.73
"Department of Energy",182167.89
"Department of Energy",19367.00
"Department of Energy",100815.00
"Department of Energy",65000.00
"Department of Energy",417575.00
"Department of Energy",210564.67
"Department of Energy",1415933.94
"Department of Energy",307224.73
"Department of Energy",410550.36
"Department of Energy",66542.00
"Department of Energy",15879.40
"Department of Energy",1235789.57
"Department of Energy",28215.10
"Department of Energy",86494.50
"Department of Energy",98993.00
"Department of Energy",52363.52
"Department of Energy",0.00
"Department of Energy",5807761.28
"Department of Energy",486209.16
"Department of Energy",300774.66
"Department of Energy",242516.40
"Department of Energy",42520.00
"Department of Energy",436100.00
"Department of Energy",7213.80
"Department of Energy",733623.17
"Department of Energy",1806594.00
"Department of Energy",5049.23
"Department of Energy",1543422.64
"Department of Energy",5753488.93
"Department of Energy",45657.96
"Department of Energy",17648.36
"Department of Energy",288508.43
"Department of Energy",19678.18
"Department of Energy",154656.81
"Department of Energy",1089031.67
"Department of Energy",886504.25
"Department of Energy",236822.79
"Department of Energy",33962.88
"Department of Energy",24526.10
"Department of Energy",212536.92
"Department of Energy",0.00
"Department of Energy",72288.67
"Department of Energy",80227.71
"Department of Energy",2683344.93
"Department of Energy",389679.70
"Department of Energy",1125141.01
"Department of Energy",157613.84
"Department of Energy",4660.00
"Department of Energy",2094715.78
"Department of Energy",336080.85
"Department of Energy",25571.93
"Department of Energy",74534.55
